oid	accepted_name	accepted_rank	max_ma	min_ma	stratigraphy	lithostratigraphy	biostratigraphy	locality	country_code	references	specimen_no	pbdb_occurrences	gbif_occurrences	lat	lng	utm	paleo_lng	paleo_lat	higher_than	comments
546	Leninia stellans	species	126.01	123.88	lower Aptian		Deshayesites volgensis Ammonoid Biozone, Ancyloceras matheronianum Ammonoid Biozone	Volga River, 2km southeast of Kriushi village, Sengiley District, Ulyanovsk Region, Russia	RU	Fischer2014GM	YKM 65931	1107601		54.10249	48.56644					holotype specimen
547	Leptonectes solei	species	195.12	194.65	upper Sinemurian	Charmouth Mudstone Formation	Asteroceras stellare Ammonoid Subbiozone, Asteroceras obtusum Ammonoid Biozone	Stonebarrow, east River Char, Charmouth, Dorset, England, UK	GB	McGowan1993CJES	BRSMG Ce9856	1314751		50.73228	-2.89404					holotype specimen
548	Leptonectes solei	species	195.59	194.18	upper Sinemurian	Charmouth Mudstone Formation	Asteroceras obtusum Ammonoid Biozone	Church Cliff, Lyme Regis, Dorset, England, UK	GB	McGowan1993CJES	MHN 96270	1314752		50.73021	-2.92494					holotype specimen
549	Leptonectes moorei	species	189.82	189.52	lower Pliensbachian	Belemnite Marl Member, Charmouth Mudstone Formation	Acanthopleuroceras valdani Ammonoid Subbiozone, Tragophylloceras ibex Ammonoid Biozone	West of Seatown, Dorset, England, UK	GB	McGowan1999P	NHMUK PV R14370	821451		50.72374	-2.83447					holotype specimen; zone taken from '1 m below Belemnite stone band'
550	Leptonectes tenuirostris	species	201.36	201.16	lower Hettangian	Pre-planorbis beds, Blue Lias Formation	Psiloceras tilmanni Ammonite Biozone	Street, Somerset, England, UK	GB	McGowan1989Pa	OUMNH J.10305, NHMUK PV R498, BGS 51236, SCM 8372, GTS L/AG/Arch/18, BATGM M3552, BATGM M3556, BATGM M3565, BATGM M3566, NHMUK PV 2009	885368		51.13073	-2.74366					
551	Leptonectes tenuirostris	species	201.36	201.16	lower Hettangian	Pre-planorbis beds, Blue Lias Formation	Psiloceras tilmanni Ammonite Biozone	Mandeville, near Street, Somerset, England, UK	GB	McGowan1989Pa	WM 527	885368		51.07127	-2.64919					
552	Leptonectes tenuirostris	species	201.36	201.16	lower Hettangian	Pre-planorbis beds, Blue Lias Formation	Psiloceras tilmanni Ammonite Biozone	Barrow-upon-Soar, Leicestershire, England, UK	GB	McGowan1989Pa	LEICS OS.90.1953, NHMUK PV 36182	885369		52.75015	-1.13576					
553	Leptonectes tenuirostris	species	201.36	201.16	lower Hettangian	Pre-planorbis beds, Blue Lias Formation	Psiloceras tilmanni Ammonite Biozone	Pinhay Bay, Lyme Regis, Dorset, England, UK	GB	McGowan1989Pa	DLR '002'	885369		50.71320	-2.96639					
554	Leptonectes tenuirostris	species	201.36	201.16	lower Hettangian	Pre-planorbis beds, Blue Lias Formation	Psiloceras tilmanni Ammonite Biozone	Tewkesbury, Gloucestershire, England, UK	GB	McGowan1989Pa	NHMUK PV 41253			51.99379	-2.15496					
555	Leptonectes	genus	189.21	188.29	early Pliensbachian	Les Schistes d'Ethe	Prodactylioceras davoei Ammonoid Biozone	Differt, Lorraine, Belgium	BE	Godefroit1992BIRSNBST	IRSNB R121	1314803		49.61800	5.80885					
556	Malawania anachronus	species	133.48	126.3	late Hauterivian–Barremian	Lower Sarmord Formation or Lower Balambo Formation		Chia Gara, Amadia, Kurdistan region, Iraq	IQ	Fischer2013BL	NHMUK PV R6682	1135883		37.14217	43.59791					
557	Mollesaurus periallus	species	170.3	169.45	early Bajocian	Los Molles Formation	Emileia giebieli Ammonoite Biozone	Chacaico Sur, Zapala, Neuquén Province, Patagonia, Argentina	AR	Fernandez1999JP	MOZ 2282 V	908193		-39.25	-70.30					holotype specimen
558	Muiscasaurus catheti	species	122.98	113.14	upper Aptian	Paja Formation, Arcillolitas Abigarrdas Member	Dufrenoyia sanctorum-Stoyanowiceras Association Biozone	Vereda Llanitos, Sáchica, Boyacá, Colombia	CO	Maxwell2016PP	CIP-FCG-CBP-74	1309501		5.5713	-73.52968					holotype specimen
559	Pervushovisaurus bannovkensis	species	96.24	95.47	middle Cenomanian	Melovatskaya Formation		Nizhnaya Bannovka locality, Krasnoarmeisk District, Saratov Region, Russia	RU	Fischer2014ZJLS,Arkhangelsky1998PJ	SSU 104a/24	1094599		50.73172	45.64684					
560	Simbirskiasaurus birjukovi	species	130.77	129.41	lower Barremian		Praeoxyteythis pugio Belemnite Biozone	between Ulyanovsk and Polivno, Volga River, Ulyanovsk Region, Russia	RU	Fischer2014ZJLS,Arkhangelsky1998PJ	YKM 65119	899908		54.37906	48.38688					
561	Pervushovisaurus campylodon	species	100.5	96.24	early Cenomanian	West Melbury Marly Chalk Formation		Cambridgeshire, England, UK	GB	Fischer2016P	CAMSM B20659, CAMSM B20644–B20658	1528836		52.33333	0.08333					lectotype and syntype series
562	Pervushovisaurus campylodon	species	100.5	96.24	early Cenomanian	Cambridge Greensand Member, West Melbury Marly Chalk Formation		Barrington, Cambridgeshire, England, UK	GB	Fischer2016P	CAMSM B20671a	1528841		52.141390	0.034332					lectotype and syntype series
563	Pervushovisaurus campylodon	species	100.5	96.24	early Cenomanian	Cambridge Greensand Member, West Melbury Marly Chalk Formation		Cambridgeshire, England, UK	GB	Fischer2016P	CAMSM TN282			52.33333	0.08333					lectotype and syntype series
564	Platypterygiinae	clade	100.25	93.9	Cenomanian	Grey Chalk Subgroup		Cambridgeshire, England, UK	GB	Fischer2016P	CAMSM TN283			52.33333	0.08333					
565	Platypterygiinae	clade	100.5	96.24	early Cenomanian	West Melbury Marly Chalk Formation		Cambridgeshire, England, UK	GB	Fischer2016P	NHMUK R1916, NHMUK R2335, NHMUK R2339, NHMUK 41895, NHMUK 47233, NHMUK 49911, NHMUK 52819			52.33333	0.08333					
566	Platypterygius americanus	species	107.59	100.5	upper Albian	uppermost Mowry Shale Member, Graneros Formation		Crook County, Wyoming, USA	US	Nace1939AJS,Maxwell2010JVPa	UW 5547	923905		44.57465	-104.58161					
567	Platypterygius americanus	species	100.5	96.24	lower Cenomanian	Belle Fourche Shale, Graneros Formation		Weston County, Wyoming, USA	US	Nace1941AJS,Maxwell2010JVPa	UW 5545	923906		43.83979	-104.53619					
568	Platypterygius americanus	species	100.5	96.24	lower Cenomanian	uppermost Mowry Shale Member, Graneros Formation		Clay Spur Bentonite district, near Osage, Wyoming, USA	US	Romer1968CGUW,Maxwell2010JVPa	UW 2421	899536		43.98081	-104.42190					
569	Platypterygius americanus	species	113.14	93.9	Albian–Cenomanian	Ashville Formation		Southern Saskatchewan, Canada	CA	Maxwell2010JVPa	CMN 10424	989227		51.53609	-1.577637					
570	Platypterygius hauthali	species	130.77	129.41	early Barremian	Río Belgrano Formation		Cerro Belgrano, Santa Cruz Province, Argentina	AR	Fernandez2005JVP	MLP79-I-30-1, MLP79-I-30-2	899712		-47.69434	-71.87037					
571	Platypterygius ochevi	species	113.14	93.9	Albian–Cenomanian			quarry 4km north of Semiluki, Semilukskii District, Voronezh Region, Russia	RU	Arkhangelsky2008PJ	ZIN PH 1/71	996734		51.76343	39.04799					
572	Stenopterygius aaleniensis	species	174.15	172.13	early Aalenian	Opalinuston Formation	Leioceras opalinum Ammonoid Biozone, torulosum Ammonoid Subbiozone	700 m SE of Zell unter Aichelberg, Baden-Württemberg, Germany	DE	Maxwell2012PO	SMNS 90699	1067786		48.62897	9.57283					
573	Stenopterygius	genus	174.15	172.13	early Aalenian	Opalinuston Formation	Leioceras opalinum Ammonoid Biozone, torulosum Ammonoid Subbiozone	Mohring Brick Quarry, Heiningen, Baden-Württemberg, Germany	DE	Maxwell2012PO	SMG uncatalogued			48.66492	9.62956					
574	Suevoleviathan disinteger	species	182.9	181.21	early Toarcian	Posidonienschiefer Formation, bed Lias εII,6 (Schieferklotz)	Harpoceras serpentinum Ammonoid Biozone, Cleviceras exaratum Ammonoid Subbiozone	Holzmaden, Baden-Württemberg, Germany	DE	Maisch2020NJGPA,Maxwell2018JVP	SMNS 15390, GPIT 328/4/5	1433358		48.63531	9.52689					
575	Suevoleviathan integer	species	182.9	182.05	early Toarcian	Posidonienschiefer Formation, bed Lias εII,4/5	Harpoceras serpentinum Ammonoid Biozone, Cleviceras exaratum Ammonoid Subbiozone	Holzmaden, Baden-Württemberg, Germany	DE	Maxwell2018JVP	SMNS 4629	1433357		48.63531	9.52689					
576	Suevoleviathan integer	species	180.36	178.24	early Toarcian	Posidonienschiefer Formation, bed Lias εIII	Hildoceras bifrons Ammonite Biozone	Holzmaden, Baden-Württemberg, Germany	DE	Maxwell2018JVP	NMC 15867	1433360		48.63531	9.52689					
577	Suevoleviathan integer	species	183.7	180.36	early Toarcian	Posidonienschiefer Formation	Dactylioceras tenuicostatum–Harpoceras serpentinum biozones	Bad Boll, Baden-Württemberg, Germany	DE	Maxwell2018JVP	MCZ 1042	1433360		48.62605	9.60772					
578	Suevoleviathan	genus	183.7	180.36	early Toarcian	Posidonienschiefer Formation	Dactylioceras tenuicostatum–Harpoceras serpentinum biozones	Holzmaden, Baden-Württemberg, Germany	DE	Maxwell2018JVP	SMNS 17761			48.63531	9.52689					
579	Suevoleviathan	genus	181.21	180.36	early Toarcian	Posidonienschiefer Formation, bed Lias εII,10	Harpoceras serpentinum Ammonoid Biozone, Cleviceras falciferum Ammonoid Subbiozone	Holzmaden, Baden-Württemberg, Germany	DE	Maxwell2018JVP	GPIT PV 18136			48.63531	9.52689					
580	Suevoleviathan disinteger	species	183.7	180.36	early Toarcian	Posidonienschiefer Formation	Dactylioceras tenuicostatum–Harpoceras serpentinum biozones	Holzmaden, Baden-Württemberg, Germany	DE	Maxwell2018JVP	MB.R2882			48.63531	9.52689					
581	Temnodontosaurus azerguensis	species	180.36	178.24	early Toarcian		Hildoceras bifrons Ammonite Biozone	Lafarge Quarry, Belmont d'Azergues, Rhône, France	FR	Martin2012P	MAMSPLP unnumbered	1074896		45.87997	4.66940					
582	Temnodontosaurus nuertingensis	species	191.36	189.21	lower Pliensbachian	Numismalis mergel Formation, Lias γ	Uptonia jamesoni or Tragohylloceras ibex ammonite biozones	Schott Cement Quarry, Nürtingen-Enzenhart, Baden-Württemberg, Germany	DE	Maisch1997SBNB	SMNS 13488	1314865		48.61010	9.34005					
583	Temnodontosaurus eurycephalus	species	199.36	197.95	early Sinemurian	Broad Ledge, Charmouth Mudstone Formation	Arietites bucklandi Ammonoid Biozone	southeast of Church Cliffs, Lyme Regis, Dorset, England, UK	GB	McGowan1974LSCROM	NHMUK PV R1157	1108747		50.72524	-2.92964					
584	Temnodontosaurus platyodon	species	200.16	196.54	upper Hettangian–lower Sinemurian	Charmouth Mudstone Formation	Schlotheimia angulata–Arnioceras semicostatum ammonite biozones	Lyme Regis, Dorset, England, UK	GB	McGowan1974LSCROM	NHMUK PV 2003, NHMUK PV R2918, NHMUK PV 14564, NHMUK PV 1158, NHMUK PV 1155, NHMUK PV R215, OUMNH J.29170, ROM 7972, NHMUK PV 43971, CAMSM J.68446, NHMUK PV R311	884856,1108745		50.72863	-2.92872					NHMUK PV 2003 is holotype specimen
585	Temnodontosaurus platyodon	species	195.59	194.18	late Sinemurian	Charmouth Mudstone Formation	Asteroceras obtusum Ammonoid Biozone	Black Ven, Lyme Regis, Dorset, England, UK	GB	McGowan1994JVP	BRSMG uncatalogued	884856		50.73397	-2.91297					NHMUK PV 2003 is holotype specimen
586	Temnodontosaurus platyodon	species	195.59	191.36	late Sinemurian	Grès de Virton		Stockem, Arlon, Lorraine, Belgium	BE	Godefroit1993BIRSNBST	IRSNB R122	1313353		49.68865	5.78512					NHMUK PV 2003 is holotype specimen
587	Temnodontosaurus platyodon	species	195.59	191.36	late Sinemurian	Grès de Virton		Arlon, Lorraine, Belgium	BE	Godefroit1993BIRSNBST	IRSNB R123	1313353		49.68043	5.80971					NHMUK PV 2003 is holotype specimen
588	Temnodontosaurus trigonodon	species	182.9	182.05	early Toarcian	Posidonienschiefer Formation, bed Lias εII,5	Harpoceras serpentinum Ammonoid Biozone, Cleviceras exaratum Ammonoid Subbiozone	Werkforum Rohrbach Zement Dotternhausen, Baden-Württemberg, Germany	DE	Maisch2001HB	WRZD 443	1433007		48.22542	8.77539					
589	Temnodontosaurus trigonodon	species	182.9	182.05	early Toarcian	Posidonienschiefer Formation, bed Lias εII,5	Harpoceras serpentinum Ammonoid Biozone, Cleviceras exaratum Ammonoid Subbiozone	Holzmaden, Baden-Württemberg, Germany	DE	Maisch2001HB	SMNS 13128, GPIT/RE/03207, GPIT/RE/03208, SMNS 17560	1433008		48.63531	9.52689					originally Ichthyosaurus acutirostris
590	Temnodontosaurus trigonodon	species	182.9	182.05	early Toarcian	Posidonienschiefer Formation, bed Lias εII,4/5	Harpoceras serpentinum Ammonoid Biozone, Cleviceras exaratum Ammonoid Subbiozone	Holzmaden, Baden-Württemberg, Germany	DE	Pardo-Perez2018PO	FWD 0130			48.65152	9.54162					originally Ichthyosaurus acutirostris
591	Temnodontosaurus	genus	189.21	188.29	lower Pliensbachian	'Capricornu-Schichten'	Prodactylioceras davoei Ammonoid Biozone	Firma Klarhorst, Apfel- und Sudbrackstraße, Sudbrack, Bielefeld	DE	Hungerbuhler1996BNVFBU	NMB lfd Nr 1-60 (various)			52.04399	8.53436					several specimens from a single individual
592	Temnodontosaurus trigonodon	species	181.21	180.36	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,11	Harpoceras serpentinum Ammonoid Biozone, Cleviceras falciferum Ammonoid Subbiozone	Holzmaden, Baden-Württemberg, Germany	DE	Pardo-Perez2018PO	GPIT/RE/9409			48.65152	9.54162					
593	Temnodontosaurus trigonodon	species	181.21	180.36	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,12	Harpoceras serpentinum Ammonoid Biozone, Cleviceras falciferum Ammonoid Subbiozone	Holzmaden, Baden-Württemberg, Germany	DE	Pardo-Perez2018PO	UMH uncatalogued, SMNS 51138			48.65152	9.54162					
594	Temnodontosaurus trigonodon	species	181.21	180.36	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,10	Harpoceras serpentinum Ammonoid Biozone, Cleviceras falciferum Ammonoid Subbiozone	Holzmaden, Baden-Württemberg, Germany	DE	Pardo-Perez2018PO	SMNS 51137			48.65152	9.54162					
595	Temnodontosaurus trigonodon	species	182.9	181.21	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,9	Harpoceras serpentinum Ammonoid Biozone, Cleviceras elegantum Ammonoid Subbiozone	Holzmaden, Baden-Württemberg, Germany	DE	Pardo-Perez2018PO	SMNS 15950			48.65152	9.54162					
596	Temnodontosaurus trigonodon	species	182.9	181.21	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,6	Harpoceras exaratum–Harpoceras elegans ammonoid subbiozones, Harpoceras serpentinum Ammonoid Biozone	Steinbruch K. Kromer, Ohmden, Baden-Württemberg, Germany	DE	Pardo-Perez2018PO	SMNS 50000		2864998213	48.65152	9.54162					
597	Temnodontosaurus trigonodon	species	183.7	180.36	lower Toarcian	Posidonienschiefer Formation	Dactylioceras tenuicostatum–Harpoceras serpentinum biozones	Steinbruch Kirschmann, Holzmaden, Baden-Württemberg, Germany	DE	Pardo-Perez2018PO	SMNS 50004		2864997037	48.65290	9.55648					
598	Temnodontosaurus trigonodon	species	183.7	180.36	lower Toarcian	Posidonienschiefer Formation	Dactylioceras tenuicostatum–Harpoceras serpentinum biozones	Holzmaden, Baden-Württemberg, Germany	DE	Pardo-Perez2018PO	UMH 454, GPIT/RE/9395, GPIT/RE/09269, GPIT/RE/9431, GPIT/RE/3206, GPIT/RE/03386, SMNS 15090-15090a			48.63531	9.52689					
599	Temnodontosaurus trigonodon	species	182.9	181.21	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,6	Harpoceras exaratum–Harpoceras elegans ammonoid subbiozones, Harpoceras serpentinum Ammonoid Biozone	Holzmaden, Baden-Württemberg, Germany	DE	Pardo-Perez2018PO	SMNS 52340, UMH uncatalogued, SMNS 4996a, SMNS 7762		2864998111	48.63531	9.52689					
600	Temnodontosaurus trigonodon	species	182.9	181.21	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,7	Harpoceras serpentinum Ammonoid Biozone, Cleviceras elegantum Ammonoid Subbiozone	Steinbruch Fischer, Holzmaden, Baden-Württemberg, Germany	DE	Pardo-Perez2018PO	SMNS 50006		2864996740	48.63531	9.52689					
601	Temnodontosaurus	genus	183.7	180.36	lower Toarcian	Posidonienschiefer Formation	Dactylioceras tenuicostatum–Harpoceras serpentinum biozones	Holzmaden, Baden-Württemberg, Germany	DE	Pardo-Perez2018PO	SMNS 50329		2864997094	48.63531	9.52689					
602	Temnodontosaurus	genus	183.3	182.9	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,2	Dactylioceras tenuicostatum Ammonoid Biozone, Dactylioceras semicelatum Ammonoid Subbiozone	Holzmaden, Baden-Württemberg, Germany	DE	Pardo-Perez2018PO	SMNS 17980		2864996453	48.63531	9.52689					
603	Temnodontosaurus	genus	183.3	182.9	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,2	Dactylioceras tenuicostatum Ammonoid Biozone, Dactylioceras semicelatum Ammonoid Subbiozone	St Phlin near Varangéville, Meuse & Moselles, France	FR		GPIT/RE/00048		724498507	48.65676	6.33718					
604	Hauffiopteryx typicus	species	182.9	182.05	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,4	Harpoceras serpentinum Ammonoid Biozone, Cleviceras elegantum Ammonoid Subbiozone	Schlierbach, Baden-Württemberg, Germany	DE	Maisch2008P	SMNS 81965			48.65911	9.53283					
605	Hauffiopteryx typicus	species	182.9	182.05	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,4	Harpoceras serpentinum Ammonoid Biozone, Cleviceras elegantum Ammonoid Subbiozone	Holzmaden, Baden-Württemberg, Germany	DE	Maisch2008P	GPIT 1491/4			48.63531	9.52689					
606	Temnodontosaurus platyodon	species	197.95	196.4	lower Sinemurian	Arietenkalk			DE	Pardo-Perez2018PO	SMNS 16665									
607	Hauffiopteryx typicus	species	176.23	174.97	lower Toarcian	Grandcourt Formation	Grammoceras thouarsense Ammonoid Biozone	Dudelange, Luxembourg	LU	Maisch2008P	WAT 1			49.45	6.05					
608	Hauffiopteryx typicus	species	183.3	182.9	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,3	Dactylioceras tenuicostatum Ammonoid Biozone, Dactylioceras semicelatum Ammonoid Subbiozone	Zell unter Aichelberg, Baden-Württemberg, Germany	DE	Maisch2008P	SMNS 51552			48.63506	9.56995					
609	Stenopterygius quadriscissus	species	183.1	182.05	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,3/4	Dactylioceras semicelatum–Cleviceras exaratum ammonoid subbiozones, Dactylioceras tenuicostatum–Cleviceras serpentinum ammonoind biozones	Holzmaden, Baden-Württemberg, Germany	DE	Maisch2008P	GPIT 43/0219-1	1134493		48.63531	9.52689					lectotype specimen
610	Stenopterygius quadriscissus	species	183.3	182.9	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,3	Dactylioceras tenuicostatum Ammonoid Biozone, Dactylioceras semicelatum Ammonoid Subbiozone	Holzmaden, Baden-Württemberg, Germany	DE	Maisch2008P	GPIT 1491/8, SMNS 3775, SMNS 6293, PMUU R160, Zoologischer Garten Berlin specimen, SMNS 10460, Städtisches Museum Kirkheim unter Teck example, NMS R4154, Museo Pedágogico de Ciencias Naturales example, SMNS 50963, SMNS 54064, SMNS 55934, SMNS 51948, Hauff-Album 155	1134493,1134505		48.63531	9.52689					Stenopterygius eos lectotype
611	Stenopterygius quadriscissus	species	183.3	182.9	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,3	Dactylioceras tenuicostatum Ammonoid Biozone, Dactylioceras semicelatum Ammonoid Subbiozone	Ohmden, Baden-Württemberg, Germany	DE	Maisch2008P	Deutches Museum München example			48.65152	9.54162					
612	Stenopterygius quadriscissus	species	183.1	182.9	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,1	Dactylioceras tenuicostatum Ammonoid Biozone, Dactylioceras semicelatum Ammonoid Subbiozone	Holzmaden, Baden-Württemberg, Germany	DE	Maisch2008P	St Petersberg specimen, OUMNH JZ 163	1134510		48.63531	9.52689					Stenopterygius eos syntype
613	Stenopterygius quadriscissus	species	182.9	182.05	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,4	Harpoceras serpentinum Ammonoid Biozone, Cleviceras elegantum Ammonoid Subbiozone	Holzmaden, Baden-Württemberg, Germany	DE	Maisch2008P	BSPM 1940/15SMNS 16811, Stadtmuseum Essingen example, NMS 4235, SMNS 55748	1134490,1134518		48.63531	9.52689					Stenopterygius macrophasma holotype
614	Stenopterygius quadriscissus	species	182.9	181.21	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,6	Harpoceras exaratum–Harpoceras elegans ammonoid subbiozones, Harpoceras serpentinum Ammonoid Biozone	Holzmaden, Baden-Württemberg, Germany	DE	Maisch2008P	SPIT 1491/1, SMNS 15033, SMNS 7402, GPIT 1491/9	1134520,1134528		48.63531	9.52689					
615	Stenopterygius quadriscissus	species	181.21	180.36	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,10	Harpoceras serpentinum Ammonoid Biozone, Cleviceras falciferum Ammonoid Subbiozone	Holzmaden, Baden-Württemberg, Germany	DE	Maisch2008P	GPIT 1491/2, Zoologisches Museum Kiel example, SMNS 53001			48.63531	9.52689					
616	Stenopterygius quadriscissus	species	182.9	181.21	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,9	Harpoceras serpentinum Ammonoid Biozone, Cleviceras elegantum Ammonoid Subbiozone	Ohmden, Baden-Württemberg, Germany	DE	Maisch2008P	Deutches Museum München example			48.65152	9.54162					
617	Stenopterygius quadriscissus	species	183.3	182.9	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,2	Dactylioceras tenuicostatum Ammonoid Biozone, Dactylioceras semicelatum Ammonoid Subbiozone	Holzmaden, Baden-Württemberg, Germany	DE	Maisch2008P	SMNS 52036			48.63531	9.52689					
618	Stenopterygius triscissus	species	182.9	181.21	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,6	Harpoceras exaratum–Harpoceras elegans ammonoid subbiozones, Harpoceras serpentinum Ammonoid Biozone	Ohmden, Baden-Württemberg, Germany	DE	Maisch2008P	GPIT 12/0224-2	1134525		48.65152	9.54162					
619	Stenopterygius triscissus	species	182.9	181.21	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,6	Harpoceras exaratum–Harpoceras elegans ammonoid subbiozones, Harpoceras serpentinum Ammonoid Biozone	Holzmaden, Baden-Württemberg, Germany	DE	Maisch2008P	Amsterdam Lyceum 'COL', GPIT 1491/11	1134489		48.63531	9.52689					
620	Stenopterygius triscissus	species	181.21	180.36	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,10	Harpoceras serpentinum Ammonoid Biozone, Cleviceras falciferum Ammonoid Subbiozone	Holzmaden, Baden-Württemberg, Germany	DE	Maisch2008P	SMNS 14846, GPIT 1491/6	1134497		48.63531	9.52689					
621	Stenopterygius triscissus	species	182.9	182.05	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,4	Harpoceras serpentinum Ammonoid Biozone, Cleviceras elegantum Ammonoid Subbiozone	Holzmaden, Baden-Württemberg, Germany	DE	Maisch2008P	BMK 813, GPIT 1497/7, Leicht example, BSPM 1940/50	1134500, 1134503, 1134518		48.63531	9.52689					Stenopterygius macrophasma holotype
622	Stenopterygius triscissus	species	182.9	182.05	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,4	Harpoceras serpentinum Ammonoid Biozone, Cleviceras elegantum Ammonoid Subbiozone	Ohmden, Baden-Württemberg, Germany	DE	Maisch2008P	Ward example			48.65152	9.54162					Stenopterygius macrophasma holotype
623	Stenopterygius triscissus	species	183.3	182.9	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,2	Dactylioceras tenuicostatum Ammonoid Biozone, Dactylioceras semicelatum Ammonoid Subbiozone	Holzmaden, Baden-Württemberg, Germany	DE	Maisch2008P	GPIT PV 24306	1134501		48.63531	9.52689					
624	Stenopterygius triscissus	species	182.9	180.36	lower Toarcian			Curcy, France	FR	Maisch2008P	Museum Caen			49.00871	-0.51791					
625	Stenopterygius triscissus	species	183.1	182.9	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,1	Dactylioceras tenuicostatum Ammonoid Biozone, Dactylioceras semicelatum Ammonoid Subbiozone	Holzmaden, Baden-Württemberg, Germany	DE	Maisch2008P	SMNS 54027			48.63531	9.52689					
626	Stenopterygius triscissus	species	181.21	180.36	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,11	Harpoceras serpentinum Ammonoid Biozone, Cleviceras falciferum Ammonoid Subbiozone	Holzmaden, Baden-Württemberg, Germany	DE	Maisch2008P	Böttcher example			48.63531	9.52689					
627	Stenopterygius triscissus	species	181.21	180.36	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,11	Harpoceras serpentinum Ammonoid Biozone, Cleviceras falciferum Ammonoid Subbiozone	Frittlingen, Baden-Württemberg, Germany	DE	Maisch2008P	GPIT 1491/10	1134499,1134513		48.13327	8.71703					
628	Stenopterygius uniter	species	181.21	180.36	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,10	Harpoceras serpentinum Ammonoid Biozone, Cleviceras falciferum Ammonoid Subbiozone	Holzmaden, Baden-Württemberg, Germany	DE	Maisch2008P	SMNS 14216, GPIT 1491/10, Rühle von Lilienstern example, NMC 8161, PMUU R167, SMNS 57532	1134498, 1134503		48.63531	9.52689					
629	Stenopterygius uniter	species	181.21	180.36	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,11	Harpoceras serpentinum Ammonoid Biozone, Cleviceras falciferum Ammonoid Subbiozone	Holzmaden, Baden-Württemberg, Germany	DE	Maisch2008P	Typusserie example, Mexico City example			48.63531	9.52689					
630	Stenopterygius uniter	species	182.9	181.21	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,6	Harpoceras exaratum–Harpoceras elegans ammonoid subbiozones, Harpoceras serpentinum Ammonoid Biozone	Bad Boll, Baden-Württemberg, Germany	DE	Maisch2008P	SMNS 4865, GPIT 1491/12	1134520		48.62605	9.60772					
631	Stenopterygius uniter	species	182.9	181.21	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,8	Harpoceras serpentinum Ammonoid Biozone, Cleviceras elegantum Ammonoid Subbiozone	Ohmden, Baden-Württemberg, Germany	DE	Maisch2008P	MHH '15'	1134505		48.65152	9.54162					
632	Stenopterygius uniter	species	182.9	181.21	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,8	Harpoceras serpentinum Ammonoid Biozone, Cleviceras elegantum Ammonoid Subbiozone	Holzmaden, Baden-Württemberg, Germany	DE	Maisch2008P	SMNS 17500			48.63531	9.52689					
633	Stenopterygius	genus	182.9	181.21	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,6	Harpoceras exaratum–Harpoceras elegans ammonoid subbiozones, Harpoceras serpentinum Ammonoid Biozone	Holzmaden, Baden-Württemberg, Germany	DE	Maisch2008P	Museum Jena example			48.63531	9.52689					Stenopterygius promegacephalus nom. dub.
634	Stenopterygius	genus	183.7	180.36	lower Toarcian	Posidonienschiefer Formation	Dactylioceras tenuicostatum–Harpoceras serpentinum biozones	Holzmaden, Baden-Württemberg, Germany	DE	McGowan1979PAP	HNS Z20, MNHP 1849-29, SMNS 5007			48.63531	9.52689					Stenopterygius macrophasma holotype
635	Stenopterygius	genus	183.7	180.36	lower Toarcian	Posidonienschiefer Formation	Dactylioceras tenuicostatum–Harpoceras serpentinum biozones	Ohmden, Baden-Württemberg, Germany	DE	McGowan1979PAP	Naturhistorisches Museum Vienna			48.65152	9.54162					
