occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,class,order,family,genus,plant_organ,plant_organ2,abund_value,abund_unit,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,paleolng,paleolat,geoplate,cc_1,protected,formation,stratgroup,member,stratscale,zone,localsection,localbed,localorder,regionalsection,regionalbed,regionalorder,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,assembl_comps,articulated_parts,associated_parts,common_body_parts,rare_body_parts,feed_pred_traces,artifacts,component_comments,pres_mode,preservation_quality,spatial_resolution,temporal_resolution,lagerstatten,concentration,orientation,abund_in_sediment,sorting,fragmentation,bioerosion,encrustation,preservation_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,taxon_environment,environment_basis,motility,life_habit,vision,diet,reproduction,ontogeny,ecospace_comments,composition,architecture,thickness,reinforcement
1125629,occ,NA,NA,142744,Leptonectes tenuirostris,species,170705,NA,Leptonectes tenuirostris,NA,species,171204,Hettangian,NA,201.3,199.3,Smith and Radley,2007,46325,Chordata,Reptilia,Ichthyosauria,NO_FAMILY_SPECIFIED,Leptonectes,NA,NA,NA,NA,-1.86,52.360001,"G15467, partial skeleton",Southam Cement Works,NA,Marine reptile locality,UK,England,Warwickshire,based on nearby landmark,2,small collection,NA,gp_mid,9.02,37.07,315,UK,NA,Blue Lias,Lias,Saltford Shale,group of beds,NA,NA,NA,NA,NA,NA,NA,NA,"Fine-grained, silty limestone nodules","""shale""",concretionary,NA,NA,Y,NA,NA,NA,NA,NA,offshore,NA,NA,"macrofossils,mesofossils",NA,NA,NA,NA,NA,NA,NA,"concretion,permineralized,replaced with calcite,replaced with pyrite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geopetal infills,taxonomic,mechanical,NA,NA,NA,NA,NA,1990s,Warwickshire County Museum,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1125906,occ,NA,NA,139854,Ichthyosaurus breviceps,species,170906,NA,Ichthyosaurus breviceps,NA,species,170906,Early Sinemurian,NA,196.5,189.6,Massare and Lomax,2013,46324,Chordata,Reptilia,Ichthyosauria,Ichthyosauridae,Ichthyosaurus,NA,NA,NA,NA,-2.933333,50.716667,CAMSMX.50187,Lyme Regis (Higgins/Anning collection),NA,NA,UK,NA,NA,based on nearby landmark,minutes,outcrop,NA,gp_mid,10.81,37.89,315,UK,NA,NA,NA,NA,group of beds,NA,NA,NA,NA,NA,NA,NA,"""Lower Lias"" is only stratigraphic info given, but most fish come from the Bucklandi and Semicostatum zones of the Early Sinemurian, specially the ""Fish Bed"" and ""Fish Bed shales"" - both in the Semicostatum zone, but also from the ""Saurian shales"" and other lower beds in the Bucklandi zone.",NA,not reported,NA,lithified,NA,NA,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,"body,adpression",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,"E. Higgins, M. Anning",NA,Repository: not stated (possibly at Oxford University Museum). Joint collection of Mr. Edmund Higgins of Cheltenham and Miss Anning.,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1126020,occ,NA,NA,142834,Ichthyosaurus communis,species,95786,NA,Ichthyosaurus communis,NA,species,95786,Early Sinemurian,NA,196.5,189.6,Maisch et al.,2008,46344,Chordata,Reptilia,Ichthyosauria,Ichthyosauridae,Ichthyosaurus,NA,NA,NA,NA,8.016667,47.5,"SMF 46, incomplete skull",Frick,NA,NA,CH,Aargau,NA,based on nearby landmark,4,small collection,NA,gp_mid,20.77,38.04,305,CH,NA,NA,NA,NA,bed,Semicostatum,NA,NA,NA,NA,NA,NA,NA,Layer 14 is about 50 cm thick and consists of quite resistant calcarenites rich in reworked phosphoritized moulds of invertebrates and phosphatic pebbles,"""limestone""",NA,NA,NA,Y,NA,NA,NA,NA,NA,carbonate indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,NA,1961-1988,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1126028,occ,NA,NA,104859,Ophthalmosauridae indet.,family,170908,NA,Ophthalmosauridae,NA,family,170908,Early Tithonian,NA,150.8,145,Buchy et al.,2006,46345,Chordata,Reptilia,Ichthyosauria,Ophthalmosauridae,NA,NA,NA,NA,NA,-100.953056,25.0375,"Numerous isolated vertebrae, including indicating very large individuals (e.g. CEP1811, 1813, 1818, 1819, 1822, 1826); partial postcrania (e.g. CEP1836)","Sierra de Buñuelas, near Gomez Farias",NA,NA,MX,Coahuila,NA,based on nearby landmark,seconds,small collection,NA,gp_mid,-41.55,12.59,104,MX,NA,La Caja,NA,NA,bed,NA,NA,NA,NA,NA,NA,NA,"""Early Tithonian (Upper Jurassic) section of the La Caja Fm.""",NA,"""shale""",phosphatic,NA,silty,Y,NA,NA,NA,NA,NA,offshore,NA,NA,macrofossils,NA,NA,NA,"partial skeletons,partial skulls",NA,NA,NA,body,medium,parautochthonous,NA,NA,NA,NA,rare,NA,frequent,NA,NA,NA,general faunal/floral,NA,NA,NA,1 individuals,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1126030,occ,NA,NA,104859,Ophthalmosaurus icenicus,species,170921,NA,Ophthalmosaurus icenicus,NA,species,170921,Early Tithonian,NA,150.8,145,Buchy et al.,2006,46345,Chordata,Reptilia,Ichthyosauria,Ophthalmosauridae,Ophthalmosaurus,NA,NA,NA,NA,-100.953056,25.0375,Skull and mandible and associated partial postcranium (CEP1876,"Sierra de Buñuelas, near Gomez Farias",NA,NA,MX,Coahuila,NA,based on nearby landmark,seconds,small collection,NA,gp_mid,-41.55,12.59,104,MX,NA,La Caja,NA,NA,bed,NA,NA,NA,NA,NA,NA,NA,"""Early Tithonian (Upper Jurassic) section of the La Caja Fm.""",NA,"""shale""",phosphatic,NA,silty,Y,NA,NA,NA,NA,NA,offshore,NA,NA,macrofossils,NA,NA,NA,"partial skeletons,partial skulls",NA,NA,NA,body,medium,parautochthonous,NA,NA,NA,NA,rare,NA,frequent,NA,NA,NA,general faunal/floral,NA,NA,NA,1 individuals,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1126035,occ,NA,NA,142837,cf. Platypterygius sp.,genus,36569,NA,Platypterygius,NA,genus,36569,Early Cenomanian,NA,99.6,93.5,Blain et al.,2003,46347,Chordata,Reptilia,Ichthyosauria,Ophthalmosauridae,Platypterygius,NA,NA,NA,NA,0,49.3167,Premaxillary,Villers-sur-Mer,NA,NA,FR,Normandy,Calvados,based on nearby landmark,4,small collection,NA,gp_mid,16,45.28,305,FR,NA,NA,NA,NA,formation,NA,NA,NA,NA,NA,NA,NA,NA,[In French],not reported,NA,NA,NA,Y,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1126037,occ,NA,NA,142838,Ichthyosaurus campylodon,species,171431,recombined as,Pervushovisaurus campylodon,NA,species,171431,Early Albian,NA,112.03,109,Barrois,1875,52651,Chordata,Reptilia,Ichthyosauria,Ophthalmosauridae,Pervushovisaurus,NA,NA,NA,NA,5.99,49.490002,NA,Louppy-Villotte,NA,Ichthyosaur locality,FR,NA,NA,based on nearby landmark,2,small collection,NA,gp_mid,29.03,43.57,315,FR,NA,NA,NA,NA,bed,Douvilleiceras mammilatum,NA,NA,NA,NA,NA,NA,NA,NA,not reported,NA,NA,NA,Y,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,field collection,NA,NA,NA,NA,C. Barrois,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1126038,occ,NA,NA,141003,Ichthyosaurus campylodon,species,171431,recombined as,Pervushovisaurus campylodon,NA,species,171431,Albian,NA,113,100.5,Blain et al.,2003,46347,Chordata,Reptilia,Ichthyosauria,Ophthalmosauridae,Pervushovisaurus,NA,NA,NA,NA,4.8667,49.333302,(precise locality data unknown),"Grandpré, Ardennes",NA,NA,FR,Champagne-Ardenne,Ardennes,based on nearby landmark,4,small collection,"Grandpré, in the Ardennes Forest, Argonne region, NE France",gp_mid,25.91,44.69,315,FR,NA,NA,NA,NA,bed,NA,NA,NA,NA,NA,NA,NA,"unnamed ""Sables verts"" beds","""greensands"" with phosphate nodules",sandstone,"nodular,phosphatic,green",NA,NA,Y,NA,NA,NA,NA,NA,marginal marine indet.,NA,"""a calm shallow marine environment""",macrofossils,none,none,NA,NA,NA,NA,NA,body,good,allochthonous,snapshot,NA,dispersed,NA,NA,NA,occasional,NA,NA,NA,general faunal/floral,"selective quarrying,survey of museum collection",NA,NA,NA,NA,A. Toucas,NA,Aristide Toucas collection in the Université Paris 6 collection.,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1126039,occ,NA,NA,142839,Ichthyosaurus campylodon,species,171431,recombined as,Pervushovisaurus campylodon,NA,species,171431,Late Albian,NA,105.3,99.6,Blain et al.,2003,46347,Chordata,Reptilia,Ichthyosauria,Ophthalmosauridae,Pervushovisaurus,NA,NA,NA,NA,1.932222,50.678055,NA,Lottinghen,NA,NA,FR,Boulonnais,NA,estimated from map,seconds,small collection,NA,gp_mid,20.28,47.55,315,FR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not reported,NA,NA,NA,Y,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1126040,occ,NA,NA,113559,Platypterygius cf. kiprijanoffi,species,170926,NA,Platypterygius kiprijanoffi,NA,species,170926,Cenomanian,NA,100.5,93.9,Blain et al.,2003,46347,Chordata,Reptilia,Ichthyosauria,Ophthalmosauridae,Platypterygius,NA,NA,NA,NA,1.7,50.916668,NA,Petit-Blanc-Nez,NA,NA,FR,Pas de Calais,NA,based on nearby landmark,minutes,small collection,NA,gp_mid,17.76,46.79,315,FR,NA,NA,NA,NA,bed,Sharpeiceras laticlavium,NA,NA,NA,NA,NA,NA,NA,NA,marl,glauconitic,lithified,NA,NA,NA,NA,NA,NA,NA,offshore indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,field collection,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1126041,occ,NA,NA,142840,Platypterygius campylodon,species,265896,recombined as,Pervushovisaurus campylodon,NA,species,171431,Late Albian,NA,105.3,99.6,Blain et al.,2003,46347,Chordata,Reptilia,Ichthyosauria,Ophthalmosauridae,Pervushovisaurus,NA,NA,NA,NA,0.116667,49.549999,NA,Octeville,NA,Ichthyosaur locality,FR,Normandy,NA,based on nearby landmark,minutes,local area,NA,gp_mid,18.44,46.52,305,FR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not reported,NA,NA,NA,Y,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1126068,occ,NA,NA,142847,Euichthyopterygia indet.,unranked clade,265584,NA,Euichthyopterygia,NA,unranked clade,265584,Early Kimmeridgian,Late Kimmeridgian,155.7,150.8,Buchy et al.,2006,46350,Chordata,Reptilia,NA,NA,NA,NA,NA,NA,NA,-100.919998,25.57,"UANL-FCT-R18, 14 vertebrae; UANL-FCT-R19 five vertebrae",Rio Pablillo,NA,Ichthyosaur locality,MX,NA,NA,based on nearby landmark,2,small collection,NA,gp_mid,-40.06,11.79,104,MX,NA,La Casita,NA,NA,group of beds,NA,NA,NA,NA,NA,NA,NA,Late Early to early Late Kimmeridgian,NA,not reported,NA,NA,NA,Y,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,nektonic,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1126069,occ,NA,NA,142848,Euichthyopterygia indet.,unranked clade,265584,NA,Euichthyopterygia,NA,unranked clade,265584,Early Kimmeridgian,Late Kimmeridgian,155.7,150.8,Buchy et al.,2006,46350,Chordata,Reptilia,NA,NA,NA,NA,NA,NA,NA,-100.889999,24.030001,"UANL-FCT-R20, seven articulated vertebrae",San Lucas,NA,Ichthyosaur locality,MX,Nuevo Leon,NA,based on nearby landmark,2,small collection,NA,gp_mid,-40.42,10.29,104,MX,NA,NA,NA,NA,bed,NA,NA,NA,NA,NA,NA,NA,Late Early to early Late Kimmeridgian,NA,not reported,NA,NA,NA,Y,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,nektonic,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1126070,occ,NA,NA,142849,Euichthyopterygia indet.,unranked clade,265584,NA,Euichthyopterygia,NA,unranked clade,265584,Early Kimmeridgian,Late Kimmeridgian,155.7,150.8,Buchy et al.,2006,46350,Chordata,Reptilia,NA,NA,NA,NA,NA,NA,NA,-101.760002,25.040001,"UANL-FCT-R21, three articulated corpora",La Angostura,NA,Ichthyosaur locality,MX,NA,NA,based on nearby landmark,2,small collection,NA,gp_mid,-40.95,11.46,104,MX,NA,La Caja,NA,NA,bed,NA,NA,NA,NA,NA,NA,NA,Late Early to early Late Kimmeridgian,NA,not reported,NA,NA,NA,Y,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,nektonic,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1126071,occ,NA,NA,142850,Euichthyopterygia indet.,unranked clade,265584,NA,Euichthyopterygia,NA,unranked clade,265584,Early Kimmeridgian,Late Kimmeridgian,155.7,150.8,Buchy et al.,2006,46350,Chordata,Reptilia,NA,NA,NA,NA,NA,NA,NA,-100.889999,24.030001,"UANL-FCT-R22, five articulated corpora and adjacent rib fragments; UANL-FCT-R23 four articulated corpora and rib fragments",2km south-east of San Lucas,NA,Ichthyosaur locality,MX,Nuevo Leon,NA,based on nearby landmark,2,small collection,NA,gp_mid,-40.42,10.29,104,MX,NA,La Casita,NA,NA,bed,NA,NA,NA,NA,NA,NA,NA,Late Early to early Late Kimmeridgian,NA,not reported,NA,NA,NA,Y,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,nektonic,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1129475,occ,NA,NA,79652,Ophthalmosaurus sp.,genus,36566,NA,Ophthalmosaurus,NA,genus,36566,Early Tithonian,NA,150.8,145,Gasparini and Fernandez,1997,46429,Chordata,Reptilia,Ichthyosauria,Ophthalmosauridae,Ophthalmosaurus,NA,NA,NA,NA,-70.199997,-38.833328,NA,Los Catutos,NA,NA,AR,Neuquén,NA,based on nearby landmark,5,small collection,Los Catutos,gp_mid,-25.7,-46.92,291,AR,NA,Vaca Muerta,NA,Las Catutos,bed,Windhauseniceras internispinosum,NA,NA,NA,NA,NA,NA,lower levels of formation,NA,not reported,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,field collection,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1129480,occ,NA,NA,140285,Ichthyosauria indet.,unranked clade,36543,NA,Ichthyosauria,NA,unranked clade,36543,Late Tithonian,NA,150.8,145,Gasparini and Fernandez,1997,46429,Chordata,Reptilia,Ichthyosauria,NA,NA,NA,NA,NA,NA,-70.495834,-38.112499,NA,Cajon de Almanza,NA,NA,AR,Neuquén,NA,based on nearby landmark,seconds,small collection,Near Loncopue,gp_mid,-26.16,-46.24,291,AR,NA,NA,NA,NA,bed,NA,NA,NA,NA,NA,NA,NA,NA,NA,not reported,NA,NA,NA,Y,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1129483,occ,NA,NA,143306,Ichthyosaurus n. sp. campylodon,species,171431,recombined as,Pervushovisaurus campylodon,NA,species,171431,Late Albian,Cenomanian,105.3,93.9,Carter,1846,46430,Chordata,Reptilia,Ichthyosauria,Ophthalmosauridae,Pervushovisaurus,NA,NA,NA,NA,0.133333,52.200001,SMC B20644 - type,Ichthyosaurus campylodon type,NA,NA,UK,England,Cambridgeshire,based on nearby landmark,minutes,small collection,NA,gp_mid,17.6,49.15,315,UK,NA,West Melbury Marly Chalk,Chalk,Cambridge Greensand,formation,NA,NA,NA,NA,NA,NA,NA,NA,NA,not reported,NA,NA,NA,Y,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,"salvage,field collection",NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1129492,occ,NA,NA,143310,Ichthyosaurus n. sp. platydactylus,species,265897,recombined as,Platypterygius platydactylus,NA,species,265897,Early Aptian,NA,125.45,122.46,Broili,1907,46434,Chordata,Reptilia,Ichthyosauria,Ophthalmosauridae,Platypterygius,NA,NA,NA,NA,9.55,55.433334,NA,"Ricklinger Moor, Castendamm",NA,Ichthyosaurus platydactylus type,DE,Lower Saxony,NA,based on nearby landmark,6,small collection,NA,gp_mid,33.67,42.81,302,DE,NA,NA,NA,NA,bed,Deshayesites deshayesi,NA,NA,NA,NA,NA,NA,NA,NA,not reported,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,NA,NA,NA,The original material is not available for study anymore (destroyed during WWII),marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1129495,occ,NA,NA,87105,Ophthalmosauridae indet.,family,170908,NA,Ophthalmosauridae,NA,family,170908,Albian,NA,113,100.5,Maxwell and Druckenmiller,2011,46436,Chordata,Reptilia,Ichthyosauria,Ophthalmosauridae,NA,NA,NA,NA,NA,-111.656113,57.006668,"TMP 92.41.01, a semi-articulated, laterally compressed, postcranial ichthyosaur skeleton","Base Mine, Syncrude",NA,NA,CA,Alberta,NA,stated in text,seconds,NA,approximately 35 km north of Fort McMurray,gp_mid,-57.01,64.33,101,CA,NA,Clearwater,NA,Wabiskaw,member,NA,NA,NA,NA,NA,NA,NA,NA,very fine to medium grained glauconitic sandstone,sandstone,"fine,glauconitic",NA,NA,NA,NA,NA,NA,NA,NA,marginal marine indet.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"body,original phosphate",excellent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,general faunal/floral,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1129592,occ,NA,NA,88049,Ichthyosauria indet.,unranked clade,36543,NA,Ichthyosauria,NA,unranked clade,36543,Pelsonian,NA,247.2,242,Li et al.,2004,19470,Chordata,Reptilia,Ichthyosauria,NA,NA,NA,NA,NA,NA,104.47139,25.700001,NA,"Xinmin, Panxian County (IVPP)",NA,Qianosuchus holotype site,CN,Guizhou,Panxian,based on nearby landmark,minutes,outcrop,"Near Xinmin, Panxian County. Coordinates based upon Panxian",gp_mid,106.94,-10.43,611,CN,NA,Guanling,NA,NA,group of beds,NA,NA,NA,NA,NA,NA,NA,"Not clear if fossils are collected from a restricted stratigraphic horizon, or from multiple layers",NA,"""limestone""",NA,NA,NA,Y,NA,NA,NA,NA,NA,lagoonal/restricted shallow subtidal,NA,"""Near shore platform or lagoon""",macrofossils,some,NA,"skeletons,partial skeletons",NA,NA,NA,NA,body,excellent,NA,snapshot,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,IVPP,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1129602,occ,NA,NA,127480,Ophthalmosauridae indet.,family,170908,NA,Ophthalmosauridae,NA,family,170908,Berriasian,NA,145,139.8,Ensom et al.,2009,46455,Chordata,Reptilia,Ichthyosauria,Ophthalmosauridae,NA,NA,NA,NA,NA,-1.965,50.606667,OUM J.13795 (precise locality unknown),Swanage/Purbeck (DORCM/BMNH) [Wm. Cunnington Collection],NA,NA,UK,England,Dorset,based on nearby landmark,seconds,small collection,"Swanage, Dorset",gp_mid,16.69,33.11,315,UK,NA,NA,Purbeck,NA,bed,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""limestone""",NA,NA,NA,NA,NA,NA,NA,NA,NA,fluvial-lacustrine indet.,NA,'fresh-water limestone',macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,snapshot,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,"selective quarrying,surface (float),surface (in situ),field collection",BMNH,NA,NA,NA,Wm. Cunnington,many years either side of 1853,"DORCM, Dorset County Museum, Dorchester, UK",NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1129617,occ,NA,NA,140700,Ophthalmosaurus n. sp. monocharactus,species,260812,NA,Ophthalmosaurus monocharactus,NA,species,260812,Callovian,Oxfordian,166.1,157.3,Appleby,1956,46456,Chordata,Reptilia,Ichthyosauria,Ophthalmosauridae,Ophthalmosaurus,NA,NA,NA,NA,-2.453889,50.608891,Precise locality unknown (Leicester and Peterborough Museum collections),Weymouth Oxford Clay Formation (non-specific locality data),NA,NA,UK,England,Dorset,based on nearby landmark,seconds,local area,"This collection is a proxy for historical pterosaur material collected from the Kimmeridge Clay in the Weymouth area, for which locality data is not available",gp_mid,16.68,33.62,315,UK,NA,Oxford Clay,Ancholme,NA,formation,NA,NA,NA,NA,NA,NA,NA,NA,NA,claystone,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,"surface (in situ),mechanical,survey of museum collection",BMNH,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1133807,occ,NA,NA,48880,Ichthyosaurus entheciodon,species,171439,NA,Ichthyosaurus entheciodon,NA,species,171439,Tithonian,NA,152.1,145,Vadet and Rose,1986,18724,Chordata,Reptilia,Ichthyosauria,Ichthyosauridae,Ichthyosaurus,NA,NA,1,specimens,1.610207,50.769516,"AN 4349, MHNB 280","Tour de Croÿ, Wimereux",NA,"Boulonnais, Boulogne-sur-mer",FR,Nord-Pas-de-Calais,Pas-de-Calais,based on nearby landmark,6,small collection,"Tour de Croÿ, N of Boulogne-sur-Mer, Pas-de-Calais; in the Wimereux commune",gp_mid,15.83,32.81,315,FR,NA,NA,NA,NA,bed,NA,NA,NA,NA,NA,NA,NA,"""Upper Portlandian""",NA,not reported,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine indet.,NA,NA,mesofossils,none,none,NA,NA,NA,NA,NA,body,NA,NA,snapshot,NA,dispersed,NA,NA,NA,occasional,NA,NA,NA,taxonomic,"field collection,survey of museum collection",NA,NA,NA,NA,"A. Lefebvre, Rigaux",NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1133808,occ,NA,NA,48880,Ichthyosaurus thyreospondylus,species,171440,nomen dubium,Ichthyosaurus,NA,genus,36558,Tithonian,NA,152.1,145,Vadet and Rose,1986,18724,Chordata,Reptilia,Ichthyosauria,Ichthyosauridae,Ichthyosaurus,NA,NA,1,specimens,1.610207,50.769516,"AN 7800, MHNB 282","Tour de Croÿ, Wimereux",NA,"Boulonnais, Boulogne-sur-mer",FR,Nord-Pas-de-Calais,Pas-de-Calais,based on nearby landmark,6,small collection,"Tour de Croÿ, N of Boulogne-sur-Mer, Pas-de-Calais; in the Wimereux commune",gp_mid,15.83,32.81,315,FR,NA,NA,NA,NA,bed,NA,NA,NA,NA,NA,NA,NA,"""Upper Portlandian""",NA,not reported,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine indet.,NA,NA,mesofossils,none,none,NA,NA,NA,NA,NA,body,NA,NA,snapshot,NA,dispersed,NA,NA,NA,occasional,NA,NA,NA,taxonomic,"field collection,survey of museum collection",NA,NA,NA,NA,"A. Lefebvre, Rigaux",NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
